S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-8347.0, -7781.0]","(-8101.0, -6908.5]","(-19579.15, -18702.2]","(-9426.2, -8298.6]","(-2898.5, -1394.95]","(-25550.0, -25281.9]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.61,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-19579.15, -18702.2]","(-9426.2, -8298.6]","(-2898.5, -1394.95]","(-25550.0, -25281.9]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.6399999999999997,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-9426.2, -8298.6]","(-2898.5, -1394.95]","(-25550.0, -25281.9]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.67,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-9426.2, -8298.6]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.6999999999999997,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.73,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.76,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-7289.0, -5396.6]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.79,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.82,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.85,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-8298.6, -7171.0]","(-2898.5, -1394.95]","(-25013.8, -24745.7]","(-3659.8, -1979.0]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.88,1,1
"(-8347.0, -7781.0]","(-9293.5, -8101.0]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.9099999999999997,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.94,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",2.9699999999999998,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.0,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.03,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-6043.4, -4915.8]","(108.6, 1612.15]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.06,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-6043.4, -4915.8]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.09,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-6043.4, -4915.8]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.12,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-6043.4, -4915.8]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.15,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(9636.2, 10887.0]",3.1799999999999997,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.21,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(9636.2, 10887.0]",3.2399999999999998,1,1
"(-8347.0, -7781.0]","(-10486.0, -9293.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.27,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.3,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.33,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.36,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32689.2, -32688.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.3899999999999997,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27013.0, -26736.9]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.42,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(13030.4, 14794.2]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.4499999999999997,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-298.2, 1382.6]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.48,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(1612.15, 3115.7]","(-24745.7, -24477.6]","(-298.2, 1382.6]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.51,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.54,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-298.2, 1382.6]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(9636.2, 10887.0]",3.57,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.5999999999999996,1,1
