S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(9636.2, 10887.0]",3.63,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.6599999999999997,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.69,1,1
"(-8347.0, -7781.0]","(-11678.5, -10486.0]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.7199999999999998,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-3788.2, -2660.6]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6256.5, -5921.15]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.75,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.78,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-17276.5, -16115.15]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.81,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.84,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(108.6, 1612.15]","(-24745.7, -24477.6]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6256.5, -5921.15]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.8699999999999997,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.9,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.9299999999999997,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.96,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",3.9899999999999998,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.02,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.05,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.08,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.109999999999999,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-4915.8, -3788.2]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.14,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-6043.4, -4915.8]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.17,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.2,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-9181.4, -7289.0]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.2299999999999995,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-1394.95, 108.6]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-21807.234, -20469.3]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.26,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-2898.5, -1394.95]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.29,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-2898.5, -1394.95]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.32,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-2898.5, -1394.95]","(-25013.8, -24745.7]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.35,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-6043.4, -4915.8]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.38,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-7171.0, -6043.4]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.41,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.4399999999999995,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-2898.5, -1394.95]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.47,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-4402.05, -2898.5]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6591.85, -6256.5]","(-20469.3, -19157.6]","(11266.6, 13030.4]","(-18437.85, -17276.5]","(-16903.1, -16061.95]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.5,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-4402.05, -2898.5]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-11073.8, -9181.4]","(-27289.1, -27013.0]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.53,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-4402.05, -2898.5]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-13797.8, -12309.2]","(-11073.8, -9181.4]","(-27565.2, -27289.1]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.56,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-7171.0, -6043.4]","(-4402.05, -2898.5]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32692.4, -32692.0]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-11073.8, -9181.4]","(-27565.2, -27289.1]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.59,1,1
"(-8347.0, -7781.0]","(-12871.0, -11678.5]","(-17825.25, -16948.3]","(-8298.6, -7171.0]","(-4402.05, -2898.5]","(-25281.9, -25013.8]","(-1979.0, -298.2]","(16850.0, 18441.7]","(-12722.6, -9879.5]","(-3846.5, -1798.55]","(3487.4, 5974.6]","(-11211.6, -9086.55]","(-14069.4, -13003.0]","(249.25, 2177.2]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-25760.181, -24526.95]","(-15286.4, -13797.8]","(-11073.8, -9181.4]","(-27565.2, -27289.1]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-6927.2, -6591.85]","(-20469.3, -19157.6]","(9502.8, 11266.6]","(-18437.85, -17276.5]","(-17744.25, -16903.1]","(-22906.72, -21799.0]","(8385.4, 9636.2]",4.62,1,1
